	Lambda_Max	Species	Opsin_Family	Accession
S343	397.00000	Taeniopygia_guttata	SWS	AF222331_C84S
S344	397.00000	Taeniopygia_guttata	SWS	AF222331_C84S_I85V
S345	382.00000	Taeniopygia_guttata	SWS	AF222331_C84G
S346	363.00000	Taeniopygia_guttata	SWS	AF222331_C84G_I85F
S347	405.00000	Gallus_gallus	SWS	M92039_V85I
S348	369.00000	Gallus_gallus	SWS	M92039_S84C
S349	371.00000	Gallus_gallus	SWS	M92039_S84C_V85I
S350	389.00000	Columba_livia	SWS1	AH007798.2_V85I
S351	358.00000	Columba_livia	SWS1	AH007798.2_S84C
S352	359.00000	Columba_livia	SWS1	AH007798.2_S84C_V85I
S353	569.00000	Eumaeus_atala	LWRh	MN831883.1
S354	352.00000	Eumaeus_atala	UVRh	MN831884.1
S355	578.00000	Arhopala_japonica	LWRh	MN831885.1
S356	571.00000	Poecilia_reticulata	LWS1	AB748985.1
S357	562.00000	Poecilia_reticulata	LWS1	AB748984
S358	516.00000	Poecilia_reticulata	LWS2	LC127183
S359	519.00000	Poecilia_reticulata	LWS3	LC127184
S360	516.00000	Poecilia_reticulata	RH2-1	LC127186
S361	476.00000	Poecilia_reticulata	RH2-2	LC127187
S362	438.00000	Poecilia_reticulata	SWS2-A	LC127188
S363	408.00000	Poecilia_reticulata	SWS2-B	LC127189
S364	353.00000	Poecilia_reticulata	SWS1	LC127190
S365	503.00000	Poecilia_reticulata	RH1	LC127191
S366	358.00000	Geotria_australis	SWS1	KT749677
S367	439.00000	Geotria_australis	SWS2	AY366492
S368	497.00000	Geotria_australis	RhA	AY366493
S369	492.00000	Geotria_australis	RhB	AY366494
S370	420.00000	Cavia_porcellus	SWS1	AY552608
S371	358.00000	Carassius_auratus	SWS1	D85863
S372	388.00000	Columba_livia	SWS1	AJ238856
S373	419.00000	Gallus_gallus	SWS1	NM_205438.1
S374	360.00000	Melopsittacus_undulatus	SWS1	NM_001311081
S375	360.00000	Anolis_carolinensis	SWS1	AH007736
S376	363.00000	Carassius_auratus	SWS1	D85863_F86S
S377	357.00000	Columba_livia	SWS1	AJ238856_S86F
S378	366.00000	Columba_livia	SWS1	AJ238856_V116L
S379	380.00000	Columba_livia	SWS1	AJ238856_V116M
S380	372.00000	Gallus_gallus	SWS1	NM_205438.1_S86F
S381	419.00000	Gallus_gallus	SWS1	NM_205438.1_V116L
S382	420.00000	Melopsittacus_undulatus	SWS1	NM_001311081_C90S
S383	361.00000	Melopsittacus_undulatus	SWS1	NM_001311081_A86S
S384	508.00000	Phreatichthys_andruzzii	Rh1	JQ413240
S385	505.00000	Phreatichthys_andruzzii	exoRh	GQ404491.1
S386	502.00000	Danio_rerio	Rh1	AF109368
S387	498.00000	Danio_rerio	exoRh	NM131212.2
S388	414.00000	Homo_sapiens	OPN1SW	DQ822478.1
S389	424.00000	Homo_sapiens	OPN1SW	DQ822478.1_S289A
S390	417.00000	Homo_sapiens	OPN1SW	DQ822478.1_S87G
S391	434.00000	Homo_sapiens	OPN1SW	DQ822478.1_Y262W
S392	383.00000	Platynereis_dumerilii	LWS	AY692353.1
S393	491.00000	Platynereis_dumerilii	LWS	AY692353.1_K94T
S394	492.00000	Platynereis_dumerilii	LWS	AY692353.1_K94A
S395	491.00000	Platynereis_dumerilii	LWS	AY692353.1_K94S
S396	502.00000	Platynereis_dumerilii	LWS	AY692353.1_K94V
S397	489.00000	Platynereis_dumerilii	LWS	AY692353.1_K94D
S398	461.00000	Platynereis_dumerilii	LWS	AY692353.1_K94E
S399	484.00000	Platynereis_dumerilii	LWS	AY692353.1_K94H
S400	377.00000	Platynereis_dumerilii	LWS	AY692353.1_K94R
S401	480.00000	Drosophila_melanogaster	Rh1	NM_079683.3
S402	485.00000	Drosophila_melanogaster	Rh1	NM_079683.3_D96N
S403	486.00000	Drosophila_melanogaster	Rh1	NM_079683.3_D124N
S404	486.00000	Drosophila_melanogaster	Rh1	NM_079683.3_D147N
S405	484.00000	Drosophila_melanogaster	Rh1	NM_079683.3_E194Q
S406	481.00000	Drosophila_melanogaster	Rh1	NM_079683.3_D203N
S407	561.00000	Grus_americana	LWS	KM508487
S408	500.00000	Grus_americana	Rh1	KM508488
S409	499.00000	Grus_americana	Rh2	KM508489
S410	404.00000	Grus_americana	SWS1	KM508490
S411	450.00000	Grus_americana	SWS2	KM508491
S412	486.00000	Scopelarchus_analis	Rh1	EF517404.1
S413	479.00000	Scopelarchus_analis	Rh1	EF517405.1
S414	539.00000	Otolemur_crassicaudatus	LWS	AB112590.1
S415	502.00000	Otolemur_crassicaudatus	Rh1	AB112591.1
S416	420.00000	Carassius_auratus	SWS1	D85863.1_F86Y
S417	360.00000	Carassius_auratus	SWS1	D85863.1_F86L
S418	360.00000	Carassius_auratus	SWS1	D85863.1_F86M
S419	435.00000	Bos_tarus	SWS1	U92557.1
S420	431.00000	Limenitis_a.astyanax	Rh1	AY918902.2
S421	430.00000	Limenitis_a.astyanax	Rh1	AY918902.2_I169F
S422	429.00000	Limenitis_a.astyanax	Rh1	AY918902.2_K201R
S423	430.00000	Limenitis_a.astyanax	Rh1	AY918902.2_T273A
S424	431.00000	Limenitis_a.astyanax	Rh1	AY918902.2_I169F_K201R_T273A
S425	435.00000	Limenitis_a.astyanax	Rh1	AY918902.2_Y179F
S426	439.00000	Danaus_plexippus	Rh1	AY605544
S427	431.00000	Limenitis_a.archippus	Rh1	EU358777
S428	452.00000	Oryzias_latipes	Rh2	AB223053
S429	516.00000	Oryzias_latipes	Rh2	AB223054
S430	492.00000	Oryzias_latipes	Rh2	AB223055
S431	448.00000	Oryzias_latipes	Rh2	CP020669.1_(400681-404250)
S432	516.00000	Oryzias_latipes	Rh2	CP020669.1_(390932-392688)
S433	494.00000	Oryzias_latipes	Rh2	CP020669.1_(376983-378663)
S434	447.00000	Oryzias_luzonensis	Rh2	LC260048
S435	517.00000	Oryzias_luzonensis	Rh2	LC260049
S436	486.00000	Oryzias_luzonensis	Rh2	LC260050
S437	469.00000	Oryzias_celebensis	Rh2	LC260051
S438	516.00000	Oryzias_celebensis	Rh2	LC260052
S439	491.00000	Oryzias_celebensis	Rh2	LC260053
S440	460.00000	Oryzias_melastigma	Rh2	LC260054
S441	519.00000	Oryzias_melastigma	Rh2	LC260055
S442	491.00000	Oryzias_melastigma	Rh2	LC260056
S443	462.00000	Oryzias_minutillus	Rh2	LC260057
S444	517.00000	Oryzias_minutillus	Rh2	LC260058
S445	493.00000	Oryzias_minutillus	Rh2	LC260059
S446	493.00000	Oryzias_latipes	Rh2	AB223054_I95L_T96N_E122Q_V123I_I205M_V209C_F213C_G269A
S447	516.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_I123V_M205I_C209V_C213F_A269G
S448	508.00000	Oryzias_latipes	Rh2	AB223055_Q122E
S449	0.00000	Oryzias_latipes	Rh2	AB223055_L95I_Q122E
S450	512.00000	Oryzias_latipes	Rh2	AB223055_N96T_Q122E
S451	508.00000	Oryzias_latipes	Rh2	AB223055_Q122E_I123V
S452	508.00000	Oryzias_latipes	Rh2	AB223055_Q122E_M205I
S453	510.00000	Oryzias_latipes	Rh2	AB223055_Q122E_C209V
S454	508.00000	Oryzias_latipes	Rh2	AB223055_Q122E_C213F
S455	508.00000	Oryzias_latipes	Rh2	AB223055_Q122E_A269G
S456	516.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_M205I_C209V_C213F_A269G
S457	515.00000	Oryzias_latipes	Rh2	AB223055_N96T_Q122E_M205I_C209V_C213F_A269G
S458	514.00000	Oryzias_latipes	Rh2	AB223055_L95I_Q122E_M205I_C209V_C213F_A269G
S459	516.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_C209V_C213F_A269G
S460	515.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_M205I_C209V_A269G
S461	516.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_M205I_C209V_C213F
S462	516.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_I123V_C209V_C213F_A269G
S463	514.00000	Oryzias_latipes	Rh2	AB223055_N96T_Q122E_C209V_C213F_A269G
S464	0.00000	Oryzias_latipes	Rh2	AB223055_L95I_Q122E_C209V_C213F_A269G
S465	513.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_C213F_A269G
S466	514.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_C209V_A269G
S467	515.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_C209V_C213F
S468	469.00000	Oryzias_latipes	Rh2	AB223053_Y24F_I42L_C94T_V100M_L108I_L119I_S202T_F203Y_F255I_L309M
S469	454.00000	Oryzias_latipes	Rh2	AB223053_Y24F_I42L_L108I_L119I_S202T_L309M
S470	463.00000	Oryzias_celebensis	Rh2	LC260051_Y198F_R248K
S471	462.00000	Oryzias_melastigma	Rh2	LC260054_E33D_I130V_F203Y
S472	485.00000	Verasper_variegatus	SWS2	A0A1L7P076
S473	416.00000	Verasper_variegatus	SWS2	A0A1L7P082
S474	452.00000	Microstomus_achne	SWS2	A0A1L7P074
S475	466.00000	Paralichthys_olivaceus	SWS2	D7RP09
S476	438.00000	Poecilia_reticulata	SWS2	A0A140JTJ4
S477	408.00000	Poecilia_reticulata	SWS2	A0A140JTJ5
S478	439.00000	Oryzias_latipes	SWS2	Q2L6A3
S479	405.00000	Oryzias_latipes	SWS2	Q2L6A2
S480	448.00000	Lucania_goodei	SWS2	Q7T2U6
S481	397.00000	Lucania_goodei	SWS2	Q7T2U7
S482	416.00000	Danio_rerio	SWS2	Q9W6A8
S483	443.00000	Carassius_auratus	SWS2	L11864.1
S484	416.00000	Danio_rerio	SWS2	AB087809.1
S485	418.00000	Danio_rerio	SWS2	AB087809.1_S117A
S486	416.00000	Danio_rerio	SWS2	AB087809.1_S82A
S487	417.00000	Danio_rerio	SWS2	AB087809.1_W85L
S488	416.00000	Danio_rerio	SWS2	AB087809.1_V88I
S489	417.00000	Danio_rerio	SWS2	AB087809.1_A97S
S490	418.00000	Danio_rerio	SWS2	AB087809.1_Y99F
S491	417.00000	Danio_rerio	SWS2	AB087809.1_K100N
S492	417.00000	Danio_rerio	SWS2	AB087809.1_I108T
S493	417.00000	Danio_rerio	SWS2	AB087809.1_G109A
S494	416.00000	Danio_rerio	SWS2	AB087809.1_I119L
S495	419.00000	Danio_rerio	SWS2	AB087809.1_C295S
S496	443.00000	Carassius_auratus	SWS2	L11864.1_A52T
S497	443.00000	Carassius_auratus	SWS2	L11864.1_S80A
S498	442.00000	Carassius_auratus	SWS2	L11864.1_A87S
S499	440.00000	Carassius_auratus	SWS2	L11864.1_P92S
S500	437.00000	Carassius_auratus	SWS2	L11864.1_S94A
S501	441.00000	Carassius_auratus	SWS2	L11864.1_L116T
S502	444.00000	Carassius_auratus	SWS2	L11864.1_G124S
S503	443.00000	Carassius_auratus	SWS2	L11864.1_S163F
S504	442.00000	Carassius_auratus	SWS2	L11864.1_G217S
S505	442.00000	Carassius_auratus	SWS2	L11864.1_S272A
S506	487.00000	Bos_tarus	Rh1	NM_001014890.2_G90S
S507	484.00000	Bos_tarus	Rh1	NM_001014890.2_T118A
S508	477.00000	Bos_tarus	Rh1	NM_001014890.2_E122D
S509	498.00000	Bos_tarus	Rh1	NM_001014890.2_A295S
S510	453.00000	Bos_tarus	Rh1	NM_001014890.2_T118A_E122D_A292S
S511	467.00000	Danio_rerio	Rh2	NM_131253.2
S512	476.00000	Danio_rerio	Rh2	NM_182891.2
S513	488.00000	Danio_rerio	Rh2	NM_182892.2
S514	505.00000	Danio_rerio	Rh2	NM_131254.1
S515	528.00000	Metriaclima_zebra	Rh2	DQ088651
S516	519.00000	Metriaclima_zebra	Rh2	DQ088650
S517	484.00000	Metriaclima_zebra	Rh2	DQ088652
S518	423.00000	Metriaclima_zebra	SWS2	DQ088649
S519	368.00000	Metriaclima_zebra	SWS1	DQ088648
S520	511.00000	Carassius_auratus	LWS	L11865.1
S521	505.00000	Carassius_auratus	LWS	L11866.1
S522	502.00000	Carassius_auratus	Rh2	L11863.1
S523	441.00000	Carassius_auratus	SWS2	L11864.1
S524	507.00000	Gallus_gallus	Rh1	NM_001397497.1
S525	508.00000	Gallus_gallus	Rh1	NM_001397497.1_Q64K
S526	491.00000	Gallus_gallus	Rh1	NM_001397497.1_E122Q_Q64K_E150A
S527	504.00000	Gallus_gallus	Rh1	NM_001397497.1_E150A
S528	486.00000	Gallus_gallus	Rh1	NM_001397497.1_E122Q
S529	504.00000	Gallus_gallus	Rh1	NM_001397497.1_E122I
S530	487.00000	Gallus_gallus	Rh1	NM_001397497.1_E122D
S531	511.00000	Gallus_gallus	MWS	NM_205490.1
S532	525.00000	Gallus_gallus	MWS	NM_205490.1_Q122E
S533	508.00000	Archosaur_sp.	Rh1	AF310191.1
S534	508.00000	Archosaur_sp.	Rh1	AF310191.1_T213I
S535	508.00000	Archosaur_sp.	Rh1	AF310191.1_T217A
S536	508.00000	Archosaur_sp.	Rh1	AF310191.1_V218I
S537	509.00000	Archosaur_sp.	Rh1	AF310191.1_T213I_T217A_V218I
S538	503.00000	AncAgnatha_sp.	Rh2	AncAgnatha
S539	488.00000	AncActino_sp.	Rh2	AncActino
S540	491.00000	AncTeleost_sp.	Rh2	AncTeleost
S541	491.00000	AncClupeoc_sp.	Rh2	AncClupeoc
S542	489.00000	AncCyprin1_sp.	Rh2	AncCyprin1
S543	505.00000	AncCyprin2_sp.	Rh2	AncCyprin2
S544	488.00000	AncEutelo1_sp.	Rh2	AncEutelo1
S545	489.00000	AncEutelo2_sp.	Rh2	AncEutelo2
S546	474.00000	AncEutelo3_sp.	Rh2	AncEutelo3
S547	524.00000	AncEutelo4_sp.	Rh2	AncEutelo4
S548	488.00000	AncTetrapo_sp.	Rh2	AncTetrapo
S549	499.00000	AncSaurops_sp.	Rh2	AncSaurops
S550	497.00000	AncSquamat_sp.	Rh2	AncSquamat
S551	495.00000	Bos_tarus	Rh1	NM_001014890.2_D83N
S552	500.00000	Lethenteron_camtschaticum	Rh1	M63632.1
S553	478.00000	Latimeria_chalumnae	Rh2	AH007713.2
S554	495.00000	Latimeria_chalumnae	Rh1	AH007712.2_Q122E
S555	493.00000	Latimeria_chalumnae	Rh1	AH007712.2_S292A
S556	511.00000	Latimeria_chalumnae	Rh1	AH007712.2_Q122E_S292A
S557	491.00000	Latimeria_chalumnae	Rh2	AH007713.2_Q122E
S558	484.00000	Latimeria_chalumnae	Rh2	AH007713.2_L207M
S559	499.00000	Latimeria_chalumnae	Rh2	AH007713.2_Q122E_L207M
S560	361.00000	swsanc1_sp.	UVS	swsanc1
S561	360.00000	swsanc2_sp.	UVS	swsanc2
S562	359.00000	swsanc3_sp.	UVS	swsanc3
S563	360.00000	swsanc4_sp.	UVS	swsanc4
S564	360.00000	swsanc5_sp.	UVS	swsanc5
S565	393.00000	swsanc6_sp.	SWS	swsanc6
S566	359.00000	swsanc7_sp.	UVS	swsanc7
S567	360.00000	swsanc1_sp.	UVS	swsanc1_F60I
S568	361.00000	swsanc1_sp.	UVS	swsanc1_V63I
S569	362.00000	swsanc1_sp.	UVS	swsanc1_G82A,L85I,C86V,I87T,S92F,F96V,S98A,L99S,R100Q
S570	361.00000	swsanc1_sp.	UVS	swsanc1_V104I
S571	361.00000	swsanc1_sp.	UVS	swsanc1_H107R,V109L,L112M,L116M,V119I,I137V
S572	361.00000	swsanc1_sp.	UVS	swsanc1_K147R,G149S
S573	392.00000	swsanc6_sp.	SWS	swsanc6_V49L,I60V,V63I
S574	392.00000	swsanc6_sp.	SWS	swsanc6_F81V,I85M,I88V
S575	398.00000	swsanc6_sp.	SWS	swsanc6_A118S
S576	392.00000	swsanc6_sp.	SWS	swsanc6_N149S
S577	359.00000	swsanc5_sp.	UVS	swsanc5_F49V
S578	377.00000	swsanc5_sp.	UVS	swsanc5_F84S
S579	357.00000	swsanc5_sp.	UVS	swsanc5_S118A
S580	383.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S
S581	357.00000	swsanc5_sp.	UVS	swsanc5_F49V,S118A
S582	369.00000	swsanc5_sp.	UVS	swsanc5_F84S,S118A
S583	374.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S,S118A
S584	374.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S,S118A,A82S
S585	374.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S,S118A,L85I
S586	374.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S,S118A,R107K
S587	375.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S,S118A,V119T
S588	375.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S,S118A,A120G
S589	360.00000	swsanc5_sp.	UVS	swsanc5_A82S,L85I,R107K,V119T,A120G
S590	393.00000	swsanc5'_sp.	UVS	swsanc5'
S591	393.00000	swsanc5'_sp.	UVS	swsanc5'_F46L
S592	366.00000	swsanc5'_sp.	UVS	swsanc5'_S84C
S593	360.00000	swsanc5'_sp.	UVS	swsanc5'_S89C
S594	398.00000	swsanc5'_sp.	UVS	swsanc5'_A114G
S595	360.00000	swsanc5'_sp.	UVS	swsanc5'_S84C,S89C
S596	360.00000	swsanc5'_sp.	UVS	swsanc5'_F46L,C86S,S89C,A114G
S597	359.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_30-NM_001085652.1_31_66-swsanc3_67_350
S598	383.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_66-NM_001085652.1_67_98-swsanc3_99_350
S599	410.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_98-NM_001085652.1_99-151-swsanc3_152_350
S600	389.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_30-NM_001085652.1_31_98-swsanc3_99_350
S601	417.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_30-NM_001085652.1_31_66-swsanc3_67_98-NM_001085652.1_99_151-swsanc3_152_350
S602	421.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_66-NM_001085652.1_67_151-swsanc3_152_350
S603	422.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_30-NM_001085652.1_31_151-swsanc3_152_350
S604	360.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_151-NM_001085652.1_152_311-swsanc3_312_350
S605	361.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_30-NM_001085652.1_31_66-swsanc3_67_151-NM_001085652.1_152_311-swsanc3_312_350
S606	404.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_66-NM_001085652.1_67_98-swsanc3_99_151-NM_001085652.1_152_311-swsanc3_312_350
S607	404.00000	swsanc3,Xenopus_sp.,laevis	UVS	NM_001085652.1_1_30-swsanc3_31_98-NM_001085652.1_99_347
S608	408.00000	swsanc3,Xenopus_sp.,laevis	UVS	NM_001085652.1_1_98-swsanc3_99_151-NM_001085652.1_152_347
S609	404.00000	swsanc3,Xenopus_sp.,laevis	UVS	NM_001085652.1_1_66-swsanc3_67_98-NM_001085652.1_99_347
S610	418.00000	swsanc3,Xenopus_sp.,laevis	UVS	NM_001085652.1_1_30-swsanc3_31_66-NM_001085652.1_67_347
S611	355.00000	Xenopus_laevis	UVS	NM_001085652.1_M86F,I91V,P93T,A109V,D113E,V116L,T118S
S612	380.00000	swsanc3_sp.	UVS	swsanc3_F86M,V91I,T93P
S613	408.00000	swsanc3_sp.	UVS	swsanc3_V109A,E113D,L116V,S118T
S614	385.00000	swsanc3_sp.	UVS	swsanc3_F49L,F86M,V91I,T93P
S615	411.00000	swsanc3_sp.	UVS	swsanc3_F49L,V109A,E113D,L116V,S118T
S616	421.00000	swsanc3_sp.	UVS	swsanc3_F86M,V91I,T93P,V109A,E113D,L116V,S118T
S617	422.00000	swsanc3_sp.	UVS	swsanc3_F49L,F86M,V91I,T93P,V109A,E113D,L116V,S118T
S618	361.00000	swsanc3_sp.	UVS	swsanc3_F86M
S619	359.00000	swsanc3_sp.	UVS	swsanc_T93P
S620	394.00000	swsanc3_sp.	UVS	swsanc_F86M,T93P
S621	360.00000	swsanc3_sp.	UVS	swsanc3_V109A
S622	355.00000	swsanc3_sp.	UVS	swsanc3_E113D
S623	359.00000	swsanc3_sp.	UVS	swsanc3_L116V
S624	361.00000	swsanc3_sp.	UVS	swsanc3_S118T
S625	370.00000	swsanc3_sp.	UVS	swsanc3_V109A,E113D
S626	359.00000	swsanc3_sp.	UVS	swsanc3_V109A,L116V
S627	361.00000	swsanc3_sp.	UVS	swsanc3_V109A,S118T
S628	357.00000	swsanc3_sp.	UVS	swsanc3_E113D,S118T
S629	360.00000	swsanc3_sp.	UVS	swsanc3_L116V,S118T
S630	391.00000	swsanc3_sp.	UVS	swsanc3_V109A,E113D,L116V
S631	391.00000	swsanc3_sp.	UVS	swsanc3_V109A,E113D,S118T
S632	360.00000	swsanc3_sp.	UVS	swsanc3_V109A,L116V,S118T
S633	359.00000	swsanc3_sp.	UVS	swsanc3_E113D,L116V,S118T
S634	363.00000	swsanc3_sp.	UVS	swsanc3_T108I,E113D,L116V,S118T
S635	361.00000	swsanc3_sp.	UVS	swsanc3_E113D,L116V,S118T,V119L
S636	358.00000	swsanc3_sp.	UVS	swsanc3_E113D,L116V,S118T,A120T
S637	363.00000	swsanc3_sp.	UVS	swsanc3_A111S,L112I,E113D,L116V,S118T
S638	363.00000	swsanc3_sp.	UVS	swsanc3_A111S,E113D,L116V,S118T,A120T
S639	383.00000	swsanc3_sp.	UVS	swsanc3_F46M,F86M,V91I,T93P
S640	385.00000	swsanc3_sp.	UVS	swsanc3_F46M,F49L,F86M,V91I,T93P
S641	423.00000	swsanc3_sp.	UVS	swsanc3_F46M,F49L,F86M,V91I,T93P,T108I,V109A,A111S,L112I,E113D,L116V,S118T,V119L,A120T
S642	365.00000	Homo,Mus_sapiens,musculus	UVS	NP_031564.1_1_92-AH003620.2_93_348
S643	360.00000	Homo,Mus_sapiens,musculus	UVS	NP_031564.1_1_146-AH003620.2_147_348
S644	360.00000	Homo,Mus_sapiens,musculus	UVS	NP_031564.1_1_253-AH003620.2_254_348
S645	396.00000	Homo,Mus_sapiens,musculus	UVS	AH003620.2_1_92-NP_031564.1_93_346
S646	414.00000	Homo,Mus_sapiens,musculus	SWS	AH003620.2_1_146-NP_031564.1_147_346
S647	414.00000	Homo,Mus_sapiens,musculus	SWS	AH003620.2_1_253-NP_031564.1_254_346
S648	381.00000	Homo,Mus_sapiens,musculus	UVS	NP_031564.1_1_55-AH003620.2_56_92-NP_031564.1_93_346
S649	363.00000	Homo,Mus_sapiens,musculus	UVS	NP_031564.1_1_92-AH003620.2_93_146-NP_031564.1_147_346
S650	405.00000	Homo,Mus_sapiens,musculus	SWS	NP_031564.1_1_55-AH003620.2_56_146-NP_031564.1_147_346
S651	359.00000	Mus_musculus	UVS	NP_031564.1_R38Y
S652	359.00000	Mus_musculus	UVS	NP_031564.1_F46T
S653	359.00000	Mus_musculus	UVS	NP_031564.1_F49L
S654	359.00000	Mus_musculus	UVS	NP_031564.1_V50I
S655	359.00000	Mus_musculus	UVS	NP_031564.1_T52F
S656	359.00000	Mus_musculus	UVS	NP_031564.1_I57M
S657	359.00000	Mus_musculus	UVS	NP_031564.1_H64R
S658	359.00000	Mus_musculus	UVS	NP_031564.1_L81F
S659	359.00000	Mus_musculus	UVS	NP_031564.1_F85L
S660	359.00000	Mus_musculus	UVS	NP_031564.1_T92P
S661	359.00000	Mus_musculus	UVS	NP_031564.1_I95V
S662	359.00000	Mus_musculus	UVS	NP_031564.1_H100N
S663	359.00000	Mus_musculus	UVS	NP_031564.1_L104V
S664	359.00000	Mus_musculus	UVS	NP_031564.1_A114G
S665	359.00000	Mus_musculus	UVS	NP_031564.1_S118T
S666	359.00000	Mus_musculus	UVS	NP_031564.1_V137I
S667	359.00000	Mus_musculus	UVS	NP_031564.1_S145N
S668	359.00000	Mus_musculus	UVS	NP_031564.1_I146F
S669	359.00000	Mus_musculus	UVS	NP_031564.1_N149S
S670	381.00000	Mus_musculus	UVS	NP_031564.1_L81F,F85L,T92P
S671	363.00000	Mus_musculus	UVS	NP_031564.1_A114G,S118T
S672	403.00000	Mus_musculus	UVS	NP_031564.1_L81F,F85L,T92P,A114G,S118T
S673	395.00000	Mus_musculus	UVS	NP_031564.1_F46T,F49L,T52F,L81F,F85L,T92P
S674	412.00000	Mus_musculus	UVS	NP_031564.1_F46T,F49L,T52F,L81F,F85L,T92P,A114G,S118T
S675	411.00000	Mus_musculus	UVS	NP_031564.1_F46T,F49L,T52F,F85L,T92P,A114G,S118T
S676	360.00000	Mus_musculus	UVS	NP_031564.1_E113Q
S677	359.00000	Mus_musculus	UVS	NP_031564.1_F46T,F49L,T52F,F85L,T92P,E113Q,A114G,S118T
S678	352.00000	Homo_sapiens	SWS	AH003620.2_T46F,L49F,F52T,L93F,P100T,G114A,T118S
S679	369.00000	Homo_sapiens	SWS	AH003620.2_T46F,L49F,F52T,F88L,L93F,P100T,G114A,T118S
S680	498.00000	Loxodonta_africana	Rh1	AY686752.1_N83D
S681	367.00000	Loxodonta_africana	SWS1	AY686753.1_S86F
S682	412.00000	Loxodonta_africana	SWS1	AY686753.1_I92T
S683	416.00000	Loxodonta_africana	SWS1	AY686753.1_V116L
S684	359.00000	Loxodonta_africana	SWS1	AY686753.1_S86F,I92T
S685	360.00000	Loxodonta_africana	SWS1	AY686753.1_S86F,V116L
S686	411.00000	Loxodonta_africana	SWS1	AY686753.1_I92T,V116L
S687	360.00000	Loxodonta_africana	SWS1	AY686753.1_S86F,I92T,V116L
S688	552.00000	Loxodonta_africana	LWS	AY686754.1
S689	558.00000	Loxodonta_africana	LWS	AY686754.1_A180S
