	Lambda_Max	Species	Opsin_Family	Accession
S397	435.00000	Limenitis_a.astyanax	Rh1	AY918902.2_Y179F
S398	439.00000	Danaus_plexippus	Rh1	AY605544
S399	431.00000	Limenitis_a.archippus	Rh1	EU358777
S400	452.00000	Oryzias_latipes	Rh2	AB223053
S401	516.00000	Oryzias_latipes	Rh2	AB223054
S402	492.00000	Oryzias_latipes	Rh2	AB223055
S403	448.00000	Oryzias_latipes	Rh2	CP020669.1_(400681-404250)
S404	516.00000	Oryzias_latipes	Rh2	CP020669.1_(390932-392688)
S405	494.00000	Oryzias_latipes	Rh2	CP020669.1_(376983-378663)
S406	447.00000	Oryzias_luzonensis	Rh2	LC260048
S407	517.00000	Oryzias_luzonensis	Rh2	LC260049
S408	486.00000	Oryzias_luzonensis	Rh2	LC260050
S409	469.00000	Oryzias_celebensis	Rh2	LC260051
S410	516.00000	Oryzias_celebensis	Rh2	LC260052
S411	491.00000	Oryzias_celebensis	Rh2	LC260053
S412	460.00000	Oryzias_melastigma	Rh2	LC260054
S413	519.00000	Oryzias_melastigma	Rh2	LC260055
S414	491.00000	Oryzias_melastigma	Rh2	LC260056
S415	462.00000	Oryzias_minutillus	Rh2	LC260057
S416	517.00000	Oryzias_minutillus	Rh2	LC260058
S417	493.00000	Oryzias_minutillus	Rh2	LC260059
S418	493.00000	Oryzias_latipes	Rh2	AB223054_I95L_T96N_E122Q_V123I_I205M_V209C_F213C_G269A
S419	516.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_I123V_M205I_C209V_C213F_A269G
S420	508.00000	Oryzias_latipes	Rh2	AB223055_Q122E
S421	512.00000	Oryzias_latipes	Rh2	AB223055_N96T_Q122E
S422	508.00000	Oryzias_latipes	Rh2	AB223055_Q122E_I123V
S423	508.00000	Oryzias_latipes	Rh2	AB223055_Q122E_M205I
S424	510.00000	Oryzias_latipes	Rh2	AB223055_Q122E_C209V
S425	508.00000	Oryzias_latipes	Rh2	AB223055_Q122E_C213F
S426	508.00000	Oryzias_latipes	Rh2	AB223055_Q122E_A269G
S427	516.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_M205I_C209V_C213F_A269G
S428	515.00000	Oryzias_latipes	Rh2	AB223055_N96T_Q122E_M205I_C209V_C213F_A269G
S429	514.00000	Oryzias_latipes	Rh2	AB223055_L95I_Q122E_M205I_C209V_C213F_A269G
S430	516.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_C209V_C213F_A269G
S431	515.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_M205I_C209V_A269G
S432	516.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_M205I_C209V_C213F
S433	516.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_I123V_C209V_C213F_A269G
S434	514.00000	Oryzias_latipes	Rh2	AB223055_N96T_Q122E_C209V_C213F_A269G
S435	513.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_C213F_A269G
S436	514.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_C209V_A269G
S437	515.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_C209V_C213F
S438	469.00000	Oryzias_latipes	Rh2	AB223053_Y24F_I42L_C94T_V100M_L108I_L119I_S202T_F203Y_F255I_L309M
S439	454.00000	Oryzias_latipes	Rh2	AB223053_Y24F_I42L_L108I_L119I_S202T_L309M
S440	463.00000	Oryzias_celebensis	Rh2	LC260051_Y198F_R248K
S441	462.00000	Oryzias_melastigma	Rh2	LC260054_E33D_I130V_F203Y
S442	485.00000	Verasper_variegatus	SWS2	A0A1L7P076
S443	416.00000	Verasper_variegatus	SWS2	A0A1L7P082
S444	452.00000	Microstomus_achne	SWS2	A0A1L7P074
S445	466.00000	Paralichthys_olivaceus	SWS2	D7RP09
S446	438.00000	Poecilia_reticulata	SWS2	A0A140JTJ4
S447	408.00000	Poecilia_reticulata	SWS2	A0A140JTJ5
S448	439.00000	Oryzias_latipes	SWS2	Q2L6A3
S449	405.00000	Oryzias_latipes	SWS2	Q2L6A2
S450	448.00000	Lucania_goodei	SWS2	Q7T2U6
S451	397.00000	Lucania_goodei	SWS2	Q7T2U7
S452	416.00000	Danio_rerio	SWS2	Q9W6A8
S453	443.00000	Carassius_auratus	SWS2	L11864.1
S454	416.00000	Danio_rerio	SWS2	AB087809.1
S455	418.00000	Danio_rerio	SWS2	AB087809.1_S117A
S456	416.00000	Danio_rerio	SWS2	AB087809.1_S82A
S457	417.00000	Danio_rerio	SWS2	AB087809.1_W85L
S458	416.00000	Danio_rerio	SWS2	AB087809.1_V88I
S459	417.00000	Danio_rerio	SWS2	AB087809.1_A97S
S460	418.00000	Danio_rerio	SWS2	AB087809.1_Y99F
S461	417.00000	Danio_rerio	SWS2	AB087809.1_K100N
S462	417.00000	Danio_rerio	SWS2	AB087809.1_I108T
S463	417.00000	Danio_rerio	SWS2	AB087809.1_G109A
S464	416.00000	Danio_rerio	SWS2	AB087809.1_I119L
S465	419.00000	Danio_rerio	SWS2	AB087809.1_C295S
S466	443.00000	Carassius_auratus	SWS2	L11864.1_A52T
S467	443.00000	Carassius_auratus	SWS2	L11864.1_S80A
S468	442.00000	Carassius_auratus	SWS2	L11864.1_A87S
S469	440.00000	Carassius_auratus	SWS2	L11864.1_P92S
S470	437.00000	Carassius_auratus	SWS2	L11864.1_S94A
S471	441.00000	Carassius_auratus	SWS2	L11864.1_L116T
S472	444.00000	Carassius_auratus	SWS2	L11864.1_G124S
S473	443.00000	Carassius_auratus	SWS2	L11864.1_S163F
S474	442.00000	Carassius_auratus	SWS2	L11864.1_G217S
S475	442.00000	Carassius_auratus	SWS2	L11864.1_S272A
S476	487.00000	Bos_tarus	Rh1	NM_001014890.2_G90S
S477	484.00000	Bos_tarus	Rh1	NM_001014890.2_T118A
S478	477.00000	Bos_tarus	Rh1	NM_001014890.2_E122D
S479	498.00000	Bos_tarus	Rh1	NM_001014890.2_A295S
S480	453.00000	Bos_tarus	Rh1	NM_001014890.2_T118A_E122D_A292S
S481	467.00000	Danio_rerio	Rh2	NM_131253.2
S482	476.00000	Danio_rerio	Rh2	NM_182891.2
S483	488.00000	Danio_rerio	Rh2	NM_182892.2
S484	505.00000	Danio_rerio	Rh2	NM_131254.1
S485	528.00000	Metriaclima_zebra	Rh2	DQ088651
S486	519.00000	Metriaclima_zebra	Rh2	DQ088650
S487	484.00000	Metriaclima_zebra	Rh2	DQ088652
S488	423.00000	Metriaclima_zebra	SWS2	DQ088649
S489	368.00000	Metriaclima_zebra	SWS1	DQ088648
S490	511.00000	Carassius_auratus	LWS	L11865.1
S491	505.00000	Carassius_auratus	LWS	L11866.1
S492	502.00000	Carassius_auratus	Rh2	L11863.1
S493	441.00000	Carassius_auratus	SWS2	L11864.1
S494	507.00000	Gallus_gallus	Rh1	NM_001397497.1
S495	508.00000	Gallus_gallus	Rh1	NM_001397497.1_Q64K
S496	491.00000	Gallus_gallus	Rh1	NM_001397497.1_E122Q_Q64K_E150A
S497	504.00000	Gallus_gallus	Rh1	NM_001397497.1_E150A
S498	486.00000	Gallus_gallus	Rh1	NM_001397497.1_E122Q
S499	504.00000	Gallus_gallus	Rh1	NM_001397497.1_E122I
S500	487.00000	Gallus_gallus	Rh1	NM_001397497.1_E122D
S501	511.00000	Gallus_gallus	MWS	NM_205490.1
S502	525.00000	Gallus_gallus	MWS	NM_205490.1_Q122E
S503	508.00000	Archosaur_sp.	Rh1	AF310191.1
S504	508.00000	Archosaur_sp.	Rh1	AF310191.1_T213I
S505	508.00000	Archosaur_sp.	Rh1	AF310191.1_T217A
S506	508.00000	Archosaur_sp.	Rh1	AF310191.1_V218I
S507	509.00000	Archosaur_sp.	Rh1	AF310191.1_T213I_T217A_V218I
S508	503.00000	AncAgnatha_sp.	Rh2	AncAgnatha
S509	488.00000	AncActino_sp.	Rh2	AncActino
S510	491.00000	AncTeleost_sp.	Rh2	AncTeleost
S511	491.00000	AncClupeoc_sp.	Rh2	AncClupeoc
S512	489.00000	AncCyprin1_sp.	Rh2	AncCyprin1
S513	505.00000	AncCyprin2_sp.	Rh2	AncCyprin2
S514	488.00000	AncEutelo1_sp.	Rh2	AncEutelo1
S515	489.00000	AncEutelo2_sp.	Rh2	AncEutelo2
S516	474.00000	AncEutelo3_sp.	Rh2	AncEutelo3
S517	524.00000	AncEutelo4_sp.	Rh2	AncEutelo4
S518	488.00000	AncTetrapo_sp.	Rh2	AncTetrapo
S519	499.00000	AncSaurops_sp.	Rh2	AncSaurops
S520	497.00000	AncSquamat_sp.	Rh2	AncSquamat
S521	495.00000	Bos_tarus	Rh1	NM_001014890.2_D83N
S522	500.00000	Lethenteron_camtschaticum	Rh1	M63632.1
S523	478.00000	Latimeria_chalumnae	Rh2	AH007713.2
S524	495.00000	Latimeria_chalumnae	Rh1	AH007712.2_Q122E
S525	493.00000	Latimeria_chalumnae	Rh1	AH007712.2_S292A
S526	511.00000	Latimeria_chalumnae	Rh1	AH007712.2_Q122E_S292A
S527	491.00000	Latimeria_chalumnae	Rh2	AH007713.2_Q122E
S528	484.00000	Latimeria_chalumnae	Rh2	AH007713.2_L207M
S529	499.00000	Latimeria_chalumnae	Rh2	AH007713.2_Q122E_L207M
S530	361.00000	swsanc1_sp.	UVS	swsanc1
S531	360.00000	swsanc2_sp.	UVS	swsanc2
S532	359.00000	swsanc3_sp.	UVS	swsanc3
S533	360.00000	swsanc4_sp.	UVS	swsanc4
S534	360.00000	swsanc5_sp.	UVS	swsanc5
S535	393.00000	swsanc6_sp.	SWS	swsanc6
S536	359.00000	swsanc7_sp.	UVS	swsanc7
S537	360.00000	swsanc1_sp.	UVS	swsanc1_F60I
S538	361.00000	swsanc1_sp.	UVS	swsanc1_V63I
S539	362.00000	swsanc1_sp.	UVS	swsanc1_G82A,L85I,C86V,I87T,S92F,F96V,S98A,L99S,R100Q
S540	361.00000	swsanc1_sp.	UVS	swsanc1_V104I
S541	361.00000	swsanc1_sp.	UVS	swsanc1_H107R,V109L,L112M,L116M,V119I,I137V
S542	361.00000	swsanc1_sp.	UVS	swsanc1_K147R,G149S
S543	392.00000	swsanc6_sp.	SWS	swsanc6_V49L,I60V,V63I
S544	392.00000	swsanc6_sp.	SWS	swsanc6_F81V,I85M,I88V
S545	398.00000	swsanc6_sp.	SWS	swsanc6_A118S
S546	392.00000	swsanc6_sp.	SWS	swsanc6_N149S
S547	359.00000	swsanc5_sp.	UVS	swsanc5_F49V
S548	377.00000	swsanc5_sp.	UVS	swsanc5_F84S
S549	357.00000	swsanc5_sp.	UVS	swsanc5_S118A
S550	383.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S
S551	357.00000	swsanc5_sp.	UVS	swsanc5_F49V,S118A
S552	369.00000	swsanc5_sp.	UVS	swsanc5_F84S,S118A
S553	374.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S,S118A
S554	374.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S,S118A,A82S
S555	374.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S,S118A,L85I
S556	374.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S,S118A,R107K
S557	375.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S,S118A,V119T
S558	375.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S,S118A,A120G
S559	360.00000	swsanc5_sp.	UVS	swsanc5_A82S,L85I,R107K,V119T,A120G
S560	393.00000	swsanc5'_sp.	UVS	swsanc5'
S561	393.00000	swsanc5'_sp.	UVS	swsanc5'_F46L
S562	366.00000	swsanc5'_sp.	UVS	swsanc5'_S84C
S563	360.00000	swsanc5'_sp.	UVS	swsanc5'_S89C
S564	398.00000	swsanc5'_sp.	UVS	swsanc5'_A114G
S565	360.00000	swsanc5'_sp.	UVS	swsanc5'_S84C,S89C
S566	360.00000	swsanc5'_sp.	UVS	swsanc5'_F46L,C86S,S89C,A114G
S567	359.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_30-NM_001085652.1_31_66-swsanc3_67_350
S568	383.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_66-NM_001085652.1_67_98-swsanc3_99_350
S569	410.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_98-NM_001085652.1_99-151-swsanc3_152_350
S570	389.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_30-NM_001085652.1_31_98-swsanc3_99_350
S571	417.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_30-NM_001085652.1_31_66-swsanc3_67_98-NM_001085652.1_99_151-swsanc3_152_350
S572	421.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_66-NM_001085652.1_67_151-swsanc3_152_350
S573	422.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_30-NM_001085652.1_31_151-swsanc3_152_350
S574	360.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_151-NM_001085652.1_152_311-swsanc3_312_350
S575	361.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_30-NM_001085652.1_31_66-swsanc3_67_151-NM_001085652.1_152_311-swsanc3_312_350
S576	404.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_66-NM_001085652.1_67_98-swsanc3_99_151-NM_001085652.1_152_311-swsanc3_312_350
S577	404.00000	swsanc3,Xenopus_sp.,laevis	UVS	NM_001085652.1_1_30-swsanc3_31_98-NM_001085652.1_99_347
S578	408.00000	swsanc3,Xenopus_sp.,laevis	UVS	NM_001085652.1_1_98-swsanc3_99_151-NM_001085652.1_152_347
S579	404.00000	swsanc3,Xenopus_sp.,laevis	UVS	NM_001085652.1_1_66-swsanc3_67_98-NM_001085652.1_99_347
S580	418.00000	swsanc3,Xenopus_sp.,laevis	UVS	NM_001085652.1_1_30-swsanc3_31_66-NM_001085652.1_67_347
S581	355.00000	Xenopus_laevis	UVS	NM_001085652.1_M86F,I91V,P93T,A109V,D113E,V116L,T118S
S582	380.00000	swsanc3_sp.	UVS	swsanc3_F86M,V91I,T93P
S583	408.00000	swsanc3_sp.	UVS	swsanc3_V109A,E113D,L116V,S118T
S584	385.00000	swsanc3_sp.	UVS	swsanc3_F49L,F86M,V91I,T93P
S585	411.00000	swsanc3_sp.	UVS	swsanc3_F49L,V109A,E113D,L116V,S118T
S586	421.00000	swsanc3_sp.	UVS	swsanc3_F86M,V91I,T93P,V109A,E113D,L116V,S118T
S587	422.00000	swsanc3_sp.	UVS	swsanc3_F49L,F86M,V91I,T93P,V109A,E113D,L116V,S118T
S588	361.00000	swsanc3_sp.	UVS	swsanc3_F86M
S589	359.00000	swsanc3_sp.	UVS	swsanc_T93P
S590	394.00000	swsanc3_sp.	UVS	swsanc_F86M,T93P
S591	360.00000	swsanc3_sp.	UVS	swsanc3_V109A
S592	355.00000	swsanc3_sp.	UVS	swsanc3_E113D
S593	359.00000	swsanc3_sp.	UVS	swsanc3_L116V
S594	361.00000	swsanc3_sp.	UVS	swsanc3_S118T
S595	370.00000	swsanc3_sp.	UVS	swsanc3_V109A,E113D
S596	359.00000	swsanc3_sp.	UVS	swsanc3_V109A,L116V
S597	361.00000	swsanc3_sp.	UVS	swsanc3_V109A,S118T
S598	357.00000	swsanc3_sp.	UVS	swsanc3_E113D,S118T
S599	360.00000	swsanc3_sp.	UVS	swsanc3_L116V,S118T
S600	391.00000	swsanc3_sp.	UVS	swsanc3_V109A,E113D,L116V
S601	391.00000	swsanc3_sp.	UVS	swsanc3_V109A,E113D,S118T
S602	360.00000	swsanc3_sp.	UVS	swsanc3_V109A,L116V,S118T
S603	359.00000	swsanc3_sp.	UVS	swsanc3_E113D,L116V,S118T
S604	363.00000	swsanc3_sp.	UVS	swsanc3_T108I,E113D,L116V,S118T
S605	361.00000	swsanc3_sp.	UVS	swsanc3_E113D,L116V,S118T,V119L
S606	358.00000	swsanc3_sp.	UVS	swsanc3_E113D,L116V,S118T,A120T
S607	363.00000	swsanc3_sp.	UVS	swsanc3_A111S,L112I,E113D,L116V,S118T
S608	363.00000	swsanc3_sp.	UVS	swsanc3_A111S,E113D,L116V,S118T,A120T
S609	383.00000	swsanc3_sp.	UVS	swsanc3_F46M,F86M,V91I,T93P
S610	385.00000	swsanc3_sp.	UVS	swsanc3_F46M,F49L,F86M,V91I,T93P
S611	423.00000	swsanc3_sp.	UVS	swsanc3_F46M,F49L,F86M,V91I,T93P,T108I,V109A,A111S,L112I,E113D,L116V,S118T,V119L,A120T
S612	365.00000	Homo,Mus_sapiens,musculus	UVS	NP_031564.1_1_92-AH003620.2_93_348
S613	360.00000	Homo,Mus_sapiens,musculus	UVS	NP_031564.1_1_146-AH003620.2_147_348
S614	360.00000	Homo,Mus_sapiens,musculus	UVS	NP_031564.1_1_253-AH003620.2_254_348
S615	396.00000	Homo,Mus_sapiens,musculus	UVS	AH003620.2_1_92-NP_031564.1_93_346
S616	414.00000	Homo,Mus_sapiens,musculus	SWS	AH003620.2_1_146-NP_031564.1_147_346
S617	414.00000	Homo,Mus_sapiens,musculus	SWS	AH003620.2_1_253-NP_031564.1_254_346
S618	381.00000	Homo,Mus_sapiens,musculus	UVS	NP_031564.1_1_55-AH003620.2_56_92-NP_031564.1_93_346
S619	363.00000	Homo,Mus_sapiens,musculus	UVS	NP_031564.1_1_92-AH003620.2_93_146-NP_031564.1_147_346
S620	405.00000	Homo,Mus_sapiens,musculus	SWS	NP_031564.1_1_55-AH003620.2_56_146-NP_031564.1_147_346
S621	359.00000	Mus_musculus	UVS	NP_031564.1_R38Y
S622	359.00000	Mus_musculus	UVS	NP_031564.1_F46T
S623	359.00000	Mus_musculus	UVS	NP_031564.1_F49L
S624	359.00000	Mus_musculus	UVS	NP_031564.1_V50I
S625	359.00000	Mus_musculus	UVS	NP_031564.1_T52F
S626	359.00000	Mus_musculus	UVS	NP_031564.1_I57M
S627	359.00000	Mus_musculus	UVS	NP_031564.1_H64R
S628	359.00000	Mus_musculus	UVS	NP_031564.1_L81F
S629	359.00000	Mus_musculus	UVS	NP_031564.1_F85L
S630	359.00000	Mus_musculus	UVS	NP_031564.1_T92P
S631	359.00000	Mus_musculus	UVS	NP_031564.1_I95V
S632	359.00000	Mus_musculus	UVS	NP_031564.1_H100N
S633	359.00000	Mus_musculus	UVS	NP_031564.1_L104V
S634	359.00000	Mus_musculus	UVS	NP_031564.1_A114G
S635	359.00000	Mus_musculus	UVS	NP_031564.1_S118T
S636	359.00000	Mus_musculus	UVS	NP_031564.1_V137I
S637	359.00000	Mus_musculus	UVS	NP_031564.1_S145N
S638	359.00000	Mus_musculus	UVS	NP_031564.1_I146F
S639	359.00000	Mus_musculus	UVS	NP_031564.1_N149S
S640	381.00000	Mus_musculus	UVS	NP_031564.1_L81F,F85L,T92P
S641	363.00000	Mus_musculus	UVS	NP_031564.1_A114G,S118T
S642	403.00000	Mus_musculus	UVS	NP_031564.1_L81F,F85L,T92P,A114G,S118T
S643	395.00000	Mus_musculus	UVS	NP_031564.1_F46T,F49L,T52F,L81F,F85L,T92P
S644	412.00000	Mus_musculus	UVS	NP_031564.1_F46T,F49L,T52F,L81F,F85L,T92P,A114G,S118T
S645	411.00000	Mus_musculus	UVS	NP_031564.1_F46T,F49L,T52F,F85L,T92P,A114G,S118T
S646	360.00000	Mus_musculus	UVS	NP_031564.1_E113Q
S647	359.00000	Mus_musculus	UVS	NP_031564.1_F46T,F49L,T52F,F85L,T92P,E113Q,A114G,S118T
S648	352.00000	Homo_sapiens	SWS	AH003620.2_T46F,L49F,F52T,L93F,P100T,G114A,T118S
S649	369.00000	Homo_sapiens	SWS	AH003620.2_T46F,L49F,F52T,F88L,L93F,P100T,G114A,T118S
S650	498.00000	Loxodonta_africana	Rh1	AY686752.1_N83D
S651	367.00000	Loxodonta_africana	SWS1	AY686753.1_S86F
S652	412.00000	Loxodonta_africana	SWS1	AY686753.1_I92T
S653	416.00000	Loxodonta_africana	SWS1	AY686753.1_V116L
S654	359.00000	Loxodonta_africana	SWS1	AY686753.1_S86F,I92T
S655	360.00000	Loxodonta_africana	SWS1	AY686753.1_S86F,V116L
S656	411.00000	Loxodonta_africana	SWS1	AY686753.1_I92T,V116L
S657	360.00000	Loxodonta_africana	SWS1	AY686753.1_S86F,I92T,V116L
S658	552.00000	Loxodonta_africana	LWS	AY686754.1
S659	558.00000	Loxodonta_africana	LWS	AY686754.1_A180S
S660	363.00000	Callosobruchus_maculatus	inv-UV	OP722929.1
S661	511.00000	Callosobruchus_maculatus	inv-LW	OP722946.1
S662	431.00000	Chrysochroa_rajah	inv-UV	OP722930.1
S663	356.00000	Chrysochroa_rajah	inv-UV	OP722931.1
S664	357.00000	Chrysochroa_mniszechii	inv-UV	OP722932.1
S665	442.00000	Chrysochroa_mniszechii	inv-UV	OP722933.1
S666	584.00000	Chrysochroa_rajah	inv-LW	OP722947.1
S667	509.00000	Chrysochroa_rajah	inv-LW	OP722948.1
S668	572.00000	Chrysochroa_mniszechii	inv-LW	OP722949.1
S669	507.00000	Chrysochroa_mniszechii	inv-LW	OP722950.1
S670	559.00000	Chrysochroa_rajah	inv-UV	OP722931.1_F261Y
S671	358.00000	Chrysochroa_rajah	inv-UV	OP722931.1_Q118A_F261Y
S672	507.00000	Chrysochroa_rajah	inv-LW	OP722948.1_C122T
S673	511.00000	Chrysochroa_rajah	inv-LW	OP722948.1_V211C
S674	519.00000	Chrysochroa_rajah	inv-LW	OP722948.1_C122T_V211C
S675	563.00000	lwsanc_pigmenta_sp.	LWS	lwsanc_pigmenta
S676	563.00000	lwsanc_pigmentb_sp.	LWS	lwsanc_pigmentb
S677	561.00000	lwsanc_pigmentc_sp.	LWS	lwsanc_pigmentc
S678	558.00000	lwsanc_pigmentd_sp.	LWS	lwsanc_pigmentd
S679	558.00000	lwsanc_pigmente_sp.	LWS	lwsanc_pigmente
S680	536.00000	lwsanc_pigmentf_sp.	LWS	lwsanc_pigmentf
S681	561.00000	lwsanc_pigmentg_sp.	LWS	lwsanc_pigmentg
S682	564.00000	lwsanc_pigmenti_sp.	LWS	lwsanc_pigmenti
S683	532.00000	lwsanc_pigmentx_sp.	LWS	lwsanc_pigmentx
S684	553.00000	lwsanc_pigmenty_sp.	LWS	lwsanc_pigmenty
S685	532.00000	lwsanc_pigmentz_sp.	LWS	lwsanc_pigmentz
S686	533.00000	lwsanc_pigmentx_sp.	LWS	lwsanc_pigmentx_A180S
S687	532.00000	lwsanc_pigmentx_sp.	LWS	lwsanc_pigmentx_A58T_V76A_H294N
S688	554.00000	lwsanc_pigmenty_sp.	LWS	lwsanc_pigmenty_I274V
S689	553.00000	lwsanc_pigmenty_sp.	LWS	lwsanc_pigmenty_I320V
S690	532.00000	lwsanc_pigmentz_sp.	LWS	lwsanc_pigmentz_T58A
S691	534.00000	lwsanc_pigmentz_sp.	LWS	lwsanc_pigmentzV115I_A180S
S692	533.00000	lwsanc_pigmentz_sp.	LWS	lwsanc_pigmentz_H294N
S693	532.00000	lwsanc_pigmentz_sp.	LWS	lwsanc_pigmentz_V76A
