	Lambda_Max	Species	Opsin_Family	Accession
S397	447.00000	Oryzias_luzonensis	Rh2	LC260048
S398	517.00000	Oryzias_luzonensis	Rh2	LC260049
S399	486.00000	Oryzias_luzonensis	Rh2	LC260050
S400	469.00000	Oryzias_celebensis	Rh2	LC260051
S401	516.00000	Oryzias_celebensis	Rh2	LC260052
S402	491.00000	Oryzias_celebensis	Rh2	LC260053
S403	460.00000	Oryzias_melastigma	Rh2	LC260054
S404	519.00000	Oryzias_melastigma	Rh2	LC260055
S405	491.00000	Oryzias_melastigma	Rh2	LC260056
S406	462.00000	Oryzias_minutillus	Rh2	LC260057
S407	517.00000	Oryzias_minutillus	Rh2	LC260058
S408	493.00000	Oryzias_minutillus	Rh2	LC260059
S409	493.00000	Oryzias_latipes	Rh2	AB223054_I95L_T96N_E122Q_V123I_I205M_V209C_F213C_G269A
S410	516.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_I123V_M205I_C209V_C213F_A269G
S411	508.00000	Oryzias_latipes	Rh2	AB223055_Q122E
S412	0.00000	Oryzias_latipes	Rh2	AB223055_L95I_Q122E
S413	512.00000	Oryzias_latipes	Rh2	AB223055_N96T_Q122E
S414	508.00000	Oryzias_latipes	Rh2	AB223055_Q122E_I123V
S415	508.00000	Oryzias_latipes	Rh2	AB223055_Q122E_M205I
S416	510.00000	Oryzias_latipes	Rh2	AB223055_Q122E_C209V
S417	508.00000	Oryzias_latipes	Rh2	AB223055_Q122E_C213F
S418	508.00000	Oryzias_latipes	Rh2	AB223055_Q122E_A269G
S419	516.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_M205I_C209V_C213F_A269G
S420	515.00000	Oryzias_latipes	Rh2	AB223055_N96T_Q122E_M205I_C209V_C213F_A269G
S421	514.00000	Oryzias_latipes	Rh2	AB223055_L95I_Q122E_M205I_C209V_C213F_A269G
S422	516.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_C209V_C213F_A269G
S423	515.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_M205I_C209V_A269G
S424	516.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_M205I_C209V_C213F
S425	516.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_I123V_C209V_C213F_A269G
S426	514.00000	Oryzias_latipes	Rh2	AB223055_N96T_Q122E_C209V_C213F_A269G
S427	0.00000	Oryzias_latipes	Rh2	AB223055_L95I_Q122E_C209V_C213F_A269G
S428	513.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_C213F_A269G
S429	514.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_C209V_A269G
S430	515.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_C209V_C213F
S431	469.00000	Oryzias_latipes	Rh2	AB223053_Y24F_I42L_C94T_V100M_L108I_L119I_S202T_F203Y_F255I_L309M
S432	454.00000	Oryzias_latipes	Rh2	AB223053_Y24F_I42L_L108I_L119I_S202T_L309M
S433	463.00000	Oryzias_celebensis	Rh2	LC260051_Y198F_R248K
S434	462.00000	Oryzias_melastigma	Rh2	LC260054_E33D_I130V_F203Y
S435	485.00000	Verasper_variegatus	SWS2	A0A1L7P076
S436	416.00000	Verasper_variegatus	SWS2	A0A1L7P082
S437	452.00000	Microstomus_achne	SWS2	A0A1L7P074
S438	466.00000	Paralichthys_olivaceus	SWS2	D7RP09
S439	438.00000	Poecilia_reticulata	SWS2	A0A140JTJ4
S440	408.00000	Poecilia_reticulata	SWS2	A0A140JTJ5
S441	439.00000	Oryzias_latipes	SWS2	Q2L6A3
S442	405.00000	Oryzias_latipes	SWS2	Q2L6A2
S443	448.00000	Lucania_goodei	SWS2	Q7T2U6
S444	397.00000	Lucania_goodei	SWS2	Q7T2U7
S445	416.00000	Danio_rerio	SWS2	Q9W6A8
S446	443.00000	Carassius_auratus	SWS2	L11864.1
S447	416.00000	Danio_rerio	SWS2	AB087809.1
S448	418.00000	Danio_rerio	SWS2	AB087809.1_S117A
S449	416.00000	Danio_rerio	SWS2	AB087809.1_S82A
S450	417.00000	Danio_rerio	SWS2	AB087809.1_W85L
S451	416.00000	Danio_rerio	SWS2	AB087809.1_V88I
S452	417.00000	Danio_rerio	SWS2	AB087809.1_A97S
S453	418.00000	Danio_rerio	SWS2	AB087809.1_Y99F
S454	417.00000	Danio_rerio	SWS2	AB087809.1_K100N
S455	417.00000	Danio_rerio	SWS2	AB087809.1_I108T
S456	417.00000	Danio_rerio	SWS2	AB087809.1_G109A
S457	416.00000	Danio_rerio	SWS2	AB087809.1_I119L
S458	419.00000	Danio_rerio	SWS2	AB087809.1_C295S
S459	443.00000	Carassius_auratus	SWS2	L11864.1_A52T
S460	443.00000	Carassius_auratus	SWS2	L11864.1_S80A
S461	442.00000	Carassius_auratus	SWS2	L11864.1_A87S
S462	440.00000	Carassius_auratus	SWS2	L11864.1_P92S
S463	437.00000	Carassius_auratus	SWS2	L11864.1_S94A
S464	441.00000	Carassius_auratus	SWS2	L11864.1_L116T
S465	444.00000	Carassius_auratus	SWS2	L11864.1_G124S
S466	443.00000	Carassius_auratus	SWS2	L11864.1_S163F
S467	442.00000	Carassius_auratus	SWS2	L11864.1_G217S
S468	442.00000	Carassius_auratus	SWS2	L11864.1_S272A
S469	487.00000	Bos_taurus	Rh1	NM_001014890.2_G90S
S470	484.00000	Bos_taurus	Rh1	NM_001014890.2_T118A
S471	477.00000	Bos_taurus	Rh1	NM_001014890.2_E122D
S472	498.00000	Bos_taurus	Rh1	NM_001014890.2_A295S
S473	453.00000	Bos_taurus	Rh1	NM_001014890.2_T118A_E122D_A292S
S474	467.00000	Danio_rerio	Rh2	NM_131253.2
S475	476.00000	Danio_rerio	Rh2	NM_182891.2
S476	488.00000	Danio_rerio	Rh2	NM_182892.2
S477	505.00000	Danio_rerio	Rh2	NM_131254.1
S478	528.00000	Metriaclima_zebra	Rh2	DQ088651
S479	519.00000	Metriaclima_zebra	Rh2	DQ088650
S480	484.00000	Metriaclima_zebra	Rh2	DQ088652
S481	423.00000	Metriaclima_zebra	SWS2	DQ088649
S482	368.00000	Metriaclima_zebra	SWS1	DQ088648
S483	511.00000	Carassius_auratus	LWS	L11865.1
S484	505.00000	Carassius_auratus	LWS	L11866.1
S485	502.00000	Carassius_auratus	Rh2	L11863.1
S486	441.00000	Carassius_auratus	SWS2	L11864.1
S487	507.00000	Gallus_gallus	Rh1	NM_001397497.1
S488	508.00000	Gallus_gallus	Rh1	NM_001397497.1_Q64K
S489	491.00000	Gallus_gallus	Rh1	NM_001397497.1_E122Q_Q64K_E150A
S490	504.00000	Gallus_gallus	Rh1	NM_001397497.1_E150A
S491	486.00000	Gallus_gallus	Rh1	NM_001397497.1_E122Q
S492	504.00000	Gallus_gallus	Rh1	NM_001397497.1_E122I
S493	487.00000	Gallus_gallus	Rh1	NM_001397497.1_E122D
S494	511.00000	Gallus_gallus	MWS	NM_205490.1
S495	525.00000	Gallus_gallus	MWS	NM_205490.1_Q122E
S496	508.00000	Archosaur_sp.	Rh1	AF310191.1
S497	508.00000	Archosaur_sp.	Rh1	AF310191.1_T213I
S498	508.00000	Archosaur_sp.	Rh1	AF310191.1_T217A
S499	508.00000	Archosaur_sp.	Rh1	AF310191.1_V218I
S500	509.00000	Archosaur_sp.	Rh1	AF310191.1_T213I_T217A_V218I
S501	503.00000	AncAgnatha_sp.	Rh2	AncAgnatha
S502	488.00000	AncActino_sp.	Rh2	AncActino
S503	491.00000	AncTeleost_sp.	Rh2	AncTeleost
S504	491.00000	AncClupeoc_sp.	Rh2	AncClupeoc
S505	489.00000	AncCyprin1_sp.	Rh2	AncCyprin1
S506	505.00000	AncCyprin2_sp.	Rh2	AncCyprin2
S507	488.00000	AncEutelo1_sp.	Rh2	AncEutelo1
S508	489.00000	AncEutelo2_sp.	Rh2	AncEutelo2
S509	474.00000	AncEutelo3_sp.	Rh2	AncEutelo3
S510	524.00000	AncEutelo4_sp.	Rh2	AncEutelo4
S511	488.00000	AncTetrapo_sp.	Rh2	AncTetrapo
S512	499.00000	AncSaurops_sp.	Rh2	AncSaurops
S513	497.00000	AncSquamat_sp.	Rh2	AncSquamat
S514	495.00000	Bos_taurus	Rh1	NM_001014890.2_D83N
S515	500.00000	Lethenteron_camtschaticum	Rh1	M63632.1
S516	478.00000	Latimeria_chalumnae	Rh2	AH007713.2
S517	495.00000	Latimeria_chalumnae	Rh1	AH007712.2_Q122E
S518	493.00000	Latimeria_chalumnae	Rh1	AH007712.2_S292A
S519	511.00000	Latimeria_chalumnae	Rh1	AH007712.2_Q122E_S292A
S520	491.00000	Latimeria_chalumnae	Rh2	AH007713.2_Q122E
S521	484.00000	Latimeria_chalumnae	Rh2	AH007713.2_L207M
S522	499.00000	Latimeria_chalumnae	Rh2	AH007713.2_Q122E_L207M
S523	361.00000	swsanc1_sp.	UVS	swsanc1
S524	360.00000	swsanc2_sp.	UVS	swsanc2
S525	359.00000	swsanc3_sp.	UVS	swsanc3
S526	360.00000	swsanc4_sp.	UVS	swsanc4
S527	360.00000	swsanc5_sp.	UVS	swsanc5
S528	393.00000	swsanc6_sp.	SWS	swsanc6
S529	359.00000	swsanc7_sp.	UVS	swsanc7
S530	360.00000	swsanc1_sp.	UVS	swsanc1_F60I
S531	361.00000	swsanc1_sp.	UVS	swsanc1_V63I
S532	362.00000	swsanc1_sp.	UVS	swsanc1_G82A,L85I,C86V,I87T,S92F,F96V,S98A,L99S,R100Q
S533	361.00000	swsanc1_sp.	UVS	swsanc1_V104I
S534	361.00000	swsanc1_sp.	UVS	swsanc1_H107R,V109L,L112M,L116M,V119I,I137V
S535	361.00000	swsanc1_sp.	UVS	swsanc1_K147R,G149S
S536	392.00000	swsanc6_sp.	SWS	swsanc6_V49L,I60V,V63I
S537	392.00000	swsanc6_sp.	SWS	swsanc6_F81V,I85M,I88V
S538	398.00000	swsanc6_sp.	SWS	swsanc6_A118S
S539	392.00000	swsanc6_sp.	SWS	swsanc6_N149S
S540	359.00000	swsanc5_sp.	UVS	swsanc5_F49V
S541	377.00000	swsanc5_sp.	UVS	swsanc5_F84S
S542	357.00000	swsanc5_sp.	UVS	swsanc5_S118A
S543	383.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S
S544	357.00000	swsanc5_sp.	UVS	swsanc5_F49V,S118A
S545	369.00000	swsanc5_sp.	UVS	swsanc5_F84S,S118A
S546	374.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S,S118A
S547	374.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S,S118A,A82S
S548	374.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S,S118A,L85I
S549	374.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S,S118A,R107K
S550	375.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S,S118A,V119T
S551	375.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S,S118A,A120G
S552	360.00000	swsanc5_sp.	UVS	swsanc5_A82S,L85I,R107K,V119T,A120G
S553	393.00000	swsanc5'_sp.	UVS	swsanc5'
S554	393.00000	swsanc5'_sp.	UVS	swsanc5'_F46L
S555	366.00000	swsanc5'_sp.	UVS	swsanc5'_S84C
S556	360.00000	swsanc5'_sp.	UVS	swsanc5'_S89C
S557	398.00000	swsanc5'_sp.	UVS	swsanc5'_A114G
S558	360.00000	swsanc5'_sp.	UVS	swsanc5'_S84C,S89C
S559	360.00000	swsanc5'_sp.	UVS	swsanc5'_F46L,C86S,S89C,A114G
S560	359.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_30-NM_001085652.1_31_66-swsanc3_67_350
S561	383.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_66-NM_001085652.1_67_98-swsanc3_99_350
S562	410.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_98-NM_001085652.1_99-151-swsanc3_152_350
S563	389.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_30-NM_001085652.1_31_98-swsanc3_99_350
S564	417.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_30-NM_001085652.1_31_66-swsanc3_67_98-NM_001085652.1_99_151-swsanc3_152_350
S565	421.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_66-NM_001085652.1_67_151-swsanc3_152_350
S566	422.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_30-NM_001085652.1_31_151-swsanc3_152_350
S567	360.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_151-NM_001085652.1_152_311-swsanc3_312_350
S568	361.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_30-NM_001085652.1_31_66-swsanc3_67_151-NM_001085652.1_152_311-swsanc3_312_350
S569	404.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_66-NM_001085652.1_67_98-swsanc3_99_151-NM_001085652.1_152_311-swsanc3_312_350
S570	404.00000	swsanc3,Xenopus_sp.,laevis	UVS	NM_001085652.1_1_30-swsanc3_31_98-NM_001085652.1_99_347
S571	408.00000	swsanc3,Xenopus_sp.,laevis	UVS	NM_001085652.1_1_98-swsanc3_99_151-NM_001085652.1_152_347
S572	404.00000	swsanc3,Xenopus_sp.,laevis	UVS	NM_001085652.1_1_66-swsanc3_67_98-NM_001085652.1_99_347
S573	418.00000	swsanc3,Xenopus_sp.,laevis	UVS	NM_001085652.1_1_30-swsanc3_31_66-NM_001085652.1_67_347
S574	355.00000	Xenopus_laevis	UVS	NM_001085652.1_M86F,I91V,P93T,A109V,D113E,V116L,T118S
S575	380.00000	swsanc3_sp.	UVS	swsanc3_F86M,V91I,T93P
S576	408.00000	swsanc3_sp.	UVS	swsanc3_V109A,E113D,L116V,S118T
S577	385.00000	swsanc3_sp.	UVS	swsanc3_F49L,F86M,V91I,T93P
S578	411.00000	swsanc3_sp.	UVS	swsanc3_F49L,V109A,E113D,L116V,S118T
S579	421.00000	swsanc3_sp.	UVS	swsanc3_F86M,V91I,T93P,V109A,E113D,L116V,S118T
S580	422.00000	swsanc3_sp.	UVS	swsanc3_F49L,F86M,V91I,T93P,V109A,E113D,L116V,S118T
S581	361.00000	swsanc3_sp.	UVS	swsanc3_F86M
S582	359.00000	swsanc3_sp.	UVS	swsanc_T93P
S583	394.00000	swsanc3_sp.	UVS	swsanc_F86M,T93P
S584	360.00000	swsanc3_sp.	UVS	swsanc3_V109A
S585	355.00000	swsanc3_sp.	UVS	swsanc3_E113D
S586	359.00000	swsanc3_sp.	UVS	swsanc3_L116V
S587	361.00000	swsanc3_sp.	UVS	swsanc3_S118T
S588	370.00000	swsanc3_sp.	UVS	swsanc3_V109A,E113D
S589	359.00000	swsanc3_sp.	UVS	swsanc3_V109A,L116V
S590	361.00000	swsanc3_sp.	UVS	swsanc3_V109A,S118T
S591	357.00000	swsanc3_sp.	UVS	swsanc3_E113D,S118T
S592	360.00000	swsanc3_sp.	UVS	swsanc3_L116V,S118T
S593	391.00000	swsanc3_sp.	UVS	swsanc3_V109A,E113D,L116V
S594	391.00000	swsanc3_sp.	UVS	swsanc3_V109A,E113D,S118T
S595	360.00000	swsanc3_sp.	UVS	swsanc3_V109A,L116V,S118T
S596	359.00000	swsanc3_sp.	UVS	swsanc3_E113D,L116V,S118T
S597	363.00000	swsanc3_sp.	UVS	swsanc3_T108I,E113D,L116V,S118T
S598	361.00000	swsanc3_sp.	UVS	swsanc3_E113D,L116V,S118T,V119L
S599	358.00000	swsanc3_sp.	UVS	swsanc3_E113D,L116V,S118T,A120T
S600	363.00000	swsanc3_sp.	UVS	swsanc3_A111S,L112I,E113D,L116V,S118T
S601	363.00000	swsanc3_sp.	UVS	swsanc3_A111S,E113D,L116V,S118T,A120T
S602	383.00000	swsanc3_sp.	UVS	swsanc3_F46M,F86M,V91I,T93P
S603	385.00000	swsanc3_sp.	UVS	swsanc3_F46M,F49L,F86M,V91I,T93P
S604	423.00000	swsanc3_sp.	UVS	swsanc3_F46M,F49L,F86M,V91I,T93P,T108I,V109A,A111S,L112I,E113D,L116V,S118T,V119L,A120T
S605	365.00000	Homo,Mus_sapiens,musculus	UVS	NP_031564.1_1_92-AH003620.2_93_348
S606	360.00000	Homo,Mus_sapiens,musculus	UVS	NP_031564.1_1_146-AH003620.2_147_348
S607	360.00000	Homo,Mus_sapiens,musculus	UVS	NP_031564.1_1_253-AH003620.2_254_348
S608	396.00000	Homo,Mus_sapiens,musculus	UVS	AH003620.2_1_92-NP_031564.1_93_346
S609	414.00000	Homo,Mus_sapiens,musculus	SWS	AH003620.2_1_146-NP_031564.1_147_346
S610	414.00000	Homo,Mus_sapiens,musculus	SWS	AH003620.2_1_253-NP_031564.1_254_346
S611	381.00000	Homo,Mus_sapiens,musculus	UVS	NP_031564.1_1_55-AH003620.2_56_92-NP_031564.1_93_346
S612	363.00000	Homo,Mus_sapiens,musculus	UVS	NP_031564.1_1_92-AH003620.2_93_146-NP_031564.1_147_346
S613	405.00000	Homo,Mus_sapiens,musculus	SWS	NP_031564.1_1_55-AH003620.2_56_146-NP_031564.1_147_346
S614	359.00000	Mus_musculus	UVS	NP_031564.1_R38Y
S615	359.00000	Mus_musculus	UVS	NP_031564.1_F46T
S616	359.00000	Mus_musculus	UVS	NP_031564.1_F49L
S617	359.00000	Mus_musculus	UVS	NP_031564.1_V50I
S618	359.00000	Mus_musculus	UVS	NP_031564.1_T52F
S619	359.00000	Mus_musculus	UVS	NP_031564.1_I57M
S620	359.00000	Mus_musculus	UVS	NP_031564.1_H64R
S621	359.00000	Mus_musculus	UVS	NP_031564.1_L81F
S622	359.00000	Mus_musculus	UVS	NP_031564.1_F85L
S623	359.00000	Mus_musculus	UVS	NP_031564.1_T92P
S624	359.00000	Mus_musculus	UVS	NP_031564.1_I95V
S625	359.00000	Mus_musculus	UVS	NP_031564.1_H100N
S626	359.00000	Mus_musculus	UVS	NP_031564.1_L104V
S627	359.00000	Mus_musculus	UVS	NP_031564.1_A114G
S628	359.00000	Mus_musculus	UVS	NP_031564.1_S118T
S629	359.00000	Mus_musculus	UVS	NP_031564.1_V137I
S630	359.00000	Mus_musculus	UVS	NP_031564.1_S145N
S631	359.00000	Mus_musculus	UVS	NP_031564.1_I146F
S632	359.00000	Mus_musculus	UVS	NP_031564.1_N149S
S633	381.00000	Mus_musculus	UVS	NP_031564.1_L81F,F85L,T92P
S634	363.00000	Mus_musculus	UVS	NP_031564.1_A114G,S118T
S635	403.00000	Mus_musculus	UVS	NP_031564.1_L81F,F85L,T92P,A114G,S118T
S636	395.00000	Mus_musculus	UVS	NP_031564.1_F46T,F49L,T52F,L81F,F85L,T92P
S637	412.00000	Mus_musculus	UVS	NP_031564.1_F46T,F49L,T52F,L81F,F85L,T92P,A114G,S118T
S638	411.00000	Mus_musculus	UVS	NP_031564.1_F46T,F49L,T52F,F85L,T92P,A114G,S118T
S639	360.00000	Mus_musculus	UVS	NP_031564.1_E113Q
S640	359.00000	Mus_musculus	UVS	NP_031564.1_F46T,F49L,T52F,F85L,T92P,E113Q,A114G,S118T
S641	352.00000	Homo_sapiens	SWS	AH003620.2_T46F,L49F,F52T,L93F,P100T,G114A,T118S
S642	369.00000	Homo_sapiens	SWS	AH003620.2_T46F,L49F,F52T,F88L,L93F,P100T,G114A,T118S
S643	498.00000	Loxodonta_africana	Rh1	AY686752.1_N83D
S644	367.00000	Loxodonta_africana	SWS1	AY686753.1_S86F
S645	412.00000	Loxodonta_africana	SWS1	AY686753.1_I92T
S646	416.00000	Loxodonta_africana	SWS1	AY686753.1_V116L
S647	359.00000	Loxodonta_africana	SWS1	AY686753.1_S86F,I92T
S648	360.00000	Loxodonta_africana	SWS1	AY686753.1_S86F,V116L
S649	411.00000	Loxodonta_africana	SWS1	AY686753.1_I92T,V116L
S650	360.00000	Loxodonta_africana	SWS1	AY686753.1_S86F,I92T,V116L
S651	552.00000	Loxodonta_africana	LWS	AY686754.1
S652	558.00000	Loxodonta_africana	LWS	AY686754.1_A180S
S653	563.00000	lwsanc_pigmenta_sp.	LWS	lwsanc_pigmenta
S654	563.00000	lwsanc_pigmentb_sp.	LWS	lwsanc_pigmentb
S655	561.00000	lwsanc_pigmentc_sp.	LWS	lwsanc_pigmentc
S656	558.00000	lwsanc_pigmentd_sp.	LWS	lwsanc_pigmentd
S657	558.00000	lwsanc_pigmente_sp.	LWS	lwsanc_pigmente
S658	536.00000	lwsanc_pigmentf_sp.	LWS	lwsanc_pigmentf
S659	561.00000	lwsanc_pigmentg_sp.	LWS	lwsanc_pigmentg
S660	564.00000	lwsanc_pigmenti_sp.	LWS	lwsanc_pigmenti
S661	532.00000	lwsanc_pigmentx_sp.	LWS	lwsanc_pigmentx
S662	553.00000	lwsanc_pigmenty_sp.	LWS	lwsanc_pigmenty
S663	532.00000	lwsanc_pigmentz_sp.	LWS	lwsanc_pigmentz
S664	533.00000	lwsanc_pigmentx_sp.	LWS	lwsanc_pigmentx_A180S
S665	532.00000	lwsanc_pigmentx_sp.	LWS	lwsanc_pigmentx_A58T_V76A_H294N
S666	554.00000	lwsanc_pigmenty_sp.	LWS	lwsanc_pigmenty_I274V
S667	553.00000	lwsanc_pigmenty_sp.	LWS	lwsanc_pigmenty_I320V
S668	532.00000	lwsanc_pigmentz_sp.	LWS	lwsanc_pigmentz_T58A
S669	533.00000	lwsanc_pigmentz_sp.	LWS	lwsanc_pigmentz_H294N
S670	532.00000	lwsanc_pigmentz_sp.	LWS	lwsanc_pigmentz_V76A
S671	501.70000	Bos_taurus	Rh1	NM_001014890.2_T160A
S672	499.00000	Bos_taurus	Rh1	NM_001014890.2_I259M
S673	359.00000	Phodopus_sungorus	SWS1	JQ036217
S674	376.00000	Phodopus_sungorus	SWS1	JQ036217_F86Y
S675	358.00000	Phodopus_sungorus	SWS1	JQ036217_S90A
S676	358.00000	Phodopus_sungorus	SWS1	JQ036217_S90C
S677	424.00000	Mus_musculus	UVS	AF190670.1_F86Y
S678	430.00000	Mus_musculus	UVS	AF190670.1_F86Y_T93I_A97T
S679	354.00000	Mus_musculus	UVS	AF190670.1_E113A
S680	351.00000	Mus_musculus	UVS	AF190670.1_E113Q
S681	367.00000	Bos_taurus	SWS1	U92557.1_Y86F
S682	361.00000	Bos_taurus	SWS1	U92557.1_Y86F_I93T_T97A
S683	431.00000	Bos_taurus	SWS1	U92557.1_S90C
S684	403.00000	Chlamydera_nuchalis	SWS1	CNUCHCUSTOM
S685	363.00000	Chlamydera_nuchalis	SWS1	CNUCHCUSTOM_S90C
S686	403.00000	Chlamydera_nuchalis	SWS1	CNUCHCUSTOM_C86S
S687	365.00000	Chlamydera_nuchalis	SWS1	CNUCHCUSTOM_C86F
S688	363.00000	Chlamydera_nuchalis	SWS1	CNUCHCUSTOM_C86F_S90C
S689	500.00000	Bos_taurus	Rh1	NM_001014890_H195T
S690	499.00000	Bos_taurus	Rh1	NM_001014890_H195S
S691	482.00000	Physeter_catodon	Rh1	XM_007126220
S692	482.00000	Physeter_catodon	Rh1	XM_007126220_T195H
S693	482.00000	Physeter_catodon	Rh1	XM_007126220_T195K
S694	431.00000	Ochotona_princeps	SWS1	XM_004592516
S695	443.00000	Ochotona_princeps	SWS1	XM_004592516_A86F
S696	433.00000	Ochotona_princeps	SWS1	XM_004592516_N93T
S697	363.00000	Ochotona_princeps	SWS1	XM_004592516_A86F_N93T
S698	370.00000	Mus_musculus	SWS1	NM_007538_F86A
S699	365.00000	Mus_musculus	SWS1	NM_007538_T93N
S700	430.00000	Mus_musculus	SWS1	NM_007538_F86A_T93N
S701	353.00000	Mus_musculus	SWS1	NM_007538_E114Q
S702	353.00000	Xenopus_laevis	SWS1	U23463_D114A
S703	0.00000	Xenopus_laevis	SWS1	U23463_D114Q
S704	415.00000	Xenopus_laevis	SWS1	U23463_D114E
S705	352.00000	Xenopus_laevis	SWS1	U23463_D114G
S706	365.00000	Xenopus_laevis	SWS1	U23463_D114N
S707	371.00000	Xenopus_laevis	SWS1	U23463_D114H
S708	0.00000	Xenopus_laevis	SWS1	U23463_D114A_G116D
S709	429.00000	Xenopus_laevis	SWS1	U23463_G116A
S710	425.00000	Xenopus_laevis	SWS1	U23463_G116D
S711	485.00000	Sinomicrurus_japonicusboettgeri	Rh1	LC543598
S712	482.00000	Laticauda_semifasciata	Rh1	LC543599
S713	494.00000	Emydocephalus_ijimae	Rh1	LC543603
S714	490.00000	Hydrophis_ornatus	Rh1	LC543606
S715	551.00000	Hydrophis_ornatus	LWS	LC543597
S716	539.00000	Aotus_azaraiboliviensis	LWS	AB081277.2
S717	532.00000	Saimiri_sciureus	LWS	AH006283
S718	532.00000	Saimiri_sciureus	LWS	AH006283_I232F
S719	533.00000	Saimiri_sciureus	LWS	AH006283_S236G
S720	533.00000	Saimiri_sciureus	LWS	AH006283_I232F_S236G
S721	545.00000	Saimiri_sciureus	LWS	AH006282
S722	545.00000	Saimiri_sciureus	LWS	AH006282_I232F
S723	546.00000	Saimiri_sciureus	LWS	AH006282_S236G
S724	546.00000	Saimiri_sciureus	LWS	AH006282_I232F_S236G
S725	558.00000	Saimiri_sciureus	LWS	AH006281
S726	559.00000	Saimiri_sciureus	LWS	AH006281_F232I
S727	556.00000	Saimiri_sciureus	LWS	AH006281_G236S
S728	559.00000	Saimiri_sciureus	LWS	AH006281_F232I_G236S
S729	555.00000	lwsancestor_pigmentd	LWS	lwsancestor_pigmentd_S180A
S730	536.00000	lwsancestor_pigmentd	LWS	lwsancestor_pigmentd_H197Y
S731	550.00000	lwsancestor_pigmentd	LWS	lwsancestor_pigmentd_Y277F
S732	543.00000	lwsancestor_pigmentd	LWS	lwsancestor_pigmentd_T285A
S733	527.00000	lwsancestor_pigmentd	LWS	lwsancestor_pigmentd_A308S
S734	533.00000	lwsancestor_pigmentd	LWS	lwsancestor_pigmentd_S180A_H197Y
S735	545.00000	lwsancestor_pigmentd	LWS	lwsancestor_pigmentd_ S180A_Y277F
S736	536.00000	lwsancestor_pigmentd	LWS	lwsancestor_pigmentd_S180A_T285A
S737	525.00000	lwsancestor_pigmentd	LWS	lwsancestor_pigmentd_ S180A_A308S
S738	522.00000	lwsancestor_pigmentd	LWS	lwsancestor_pigmentd_H197Y_T285A
S739	516.00000	lwsancestor_pigmentd	LWS	lwsancestor_pigmentd_H197Y_A308S
S740	534.00000	lwsancestor_pigmentd	LWS	lwsancestor_pigmentd_Y277F_T285A
S741	512.00000	lwsancestor_pigmentd	LWS	lwsancestor_pigmentd_S180A_H197Y_A308S
S742	532.00000	lwsancestor_pigmentd	LWS	lwsancestor_pigmentd_S180A_Y277F_T285A
S743	439.00000	Anolis_carolinensis	SWS2	AF133907_I46F
S744	439.00000	Anolis_carolinensis	SWS2	AF133907_V49I
S745	438.00000	Anolis_carolinensis	SWS2	AF133907_G164A
S746	438.00000	Anolis_carolinensis	SWS2	AF133907_I46F_V49I_G164A
S747	438.00000	Anolis_carolinensis	SWS2	AF133907_I46L_V49I_G164A
S748	439.00000	Anolis_carolinensis	SWS2	AF133907_I46F_G164A
S749	438.00000	Anolis_carolinensis	SWS2	AF133907_I46A_V49I_G164A
S750	439.00000	Anolis_carolinensis	SWS2	AF133907_I46F_V49I_V52A_G164A
S751	442.00000	Anolis_carolinensis	SWS2	AF133907_I46F_V49I_G164A_A269S
S752	438.00000	Anolis_carolinensis	SWS2	AF133907_I46F_V49I_V52F_G164A
S753	439.00000	Anolis_carolinensis	SWS2	AF133907_I46F_V49I_G164A_A269C
S754	444.00000	Anolis_carolinensis	SWS2	AF133907_I46F_V49I_G164A_A269T
S755	448.00000	Carassius_auratus	SWS2	L11864_A269S
S756	444.00000	Carassius_auratus	SWS2	L11864_A269C
