,feature,Gradient Boosting Classifier,Extreme Gradient Boosting,Light Gradient Boosting Machine,mean_imp
462,463,0.0,0.0,0.0,0.0
463,464,0.0,0.0,0.0,0.0
464,465,0.0,0.0,0.0,0.0
465,466,0.0,0.0,0.0,0.0
466,467,0.0,0.0,0.0,0.0
467,468,0.0,0.0,0.0,0.0
468,469,0.0,0.0,0.0,0.0
469,470,0.0,0.0,0.0,0.0
470,471,0.0,0.0,0.0,0.0
471,472,0.0,0.0,0.0,0.0
472,473,0.0,0.0,0.0,0.0
473,474,0.0,0.0,0.0,0.0
474,475,0.0,0.0,0.0,0.0
475,476,0.0,0.0,0.0,0.0
476,477,0.0,0.0,0.0,0.0
477,478,0.0,0.0,0.0,0.0
478,479,0.0,0.0,0.0,0.0
479,480,0.0,0.0,0.0,0.0
480,481,0.0,0.0,0.0,0.0
481,482,0.0,0.0,0.0,0.0
482,483,0.0,0.0,0.0,0.0
483,484,0.0,0.0,0.0,0.0
484,485,0.0,0.0,0.0,0.0
485,486,0.0,0.0,0.0,0.0
486,487,0.0,0.0,0.0,0.0
487,488,0.0,0.0,0.0,0.0
488,489,0.0,0.0,0.0,0.0
489,490,0.0,0.0,0.0,0.0
490,491,0.0,0.0,0.0,0.0
491,492,0.0,0.0,0.0,0.0
492,493,0.0,0.0,0.0,0.0
493,494,0.0,0.0,0.0,0.0
494,495,0.0,0.0,0.0,0.0
495,496,0.0,0.0,0.0,0.0
496,497,0.0,0.0,0.0,0.0
497,498,0.0,0.0,0.0,0.0
498,499,0.0,0.0,0.0,0.0
499,500,0.0,0.0,0.0,0.0
500,501,0.0,0.0,0.0,0.0
501,502,0.0,0.0,0.0,0.0
502,503,0.0,0.0,0.0,0.0
503,504,0.0,0.0,0.0,0.0
504,505,0.0,0.0,0.0,0.0
