	Lambda_Max	Species	Opsin_Family	Accession
S330	515.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_M205I_C209V_A269G
S331	516.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_M205I_C209V_C213F
S332	516.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_I123V_C209V_C213F_A269G
S333	514.00000	Oryzias_latipes	Rh2	AB223055_N96T_Q122E_C209V_C213F_A269G
S334	0.00000	Oryzias_latipes	Rh2	AB223055_L95I_Q122E_C209V_C213F_A269G
S335	513.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_C213F_A269G
S336	514.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_C209V_A269G
S337	515.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_C209V_C213F
S338	469.00000	Oryzias_latipes	Rh2	AB223053_Y24F_I42L_C94T_V100M_L108I_L119I_S202T_F203Y_F255I_L309M
S339	454.00000	Oryzias_latipes	Rh2	AB223053_Y24F_I42L_L108I_L119I_S202T_L309M
S340	463.00000	Oryzias_celebensis	Rh2	LC260051_Y198F_R248K
S341	462.00000	Oryzias_melastigma	Rh2	LC260054_E33D_I130V_F203Y
S342	487.00000	Bos_tarus	Rh1	NM_001014890.2_G90S
S343	484.00000	Bos_tarus	Rh1	NM_001014890.2_T118A
S344	477.00000	Bos_tarus	Rh1	NM_001014890.2_E122D
S345	498.00000	Bos_tarus	Rh1	NM_001014890.2_A295S
S346	453.00000	Bos_tarus	Rh1	NM_001014890.2_T118A_E122D_A292S
S347	467.00000	Danio_rerio	Rh2	NM_131253.2
S348	476.00000	Danio_rerio	Rh2	NM_182891.2
S349	488.00000	Danio_rerio	Rh2	NM_182892.2
S350	505.00000	Danio_rerio	Rh2	NM_131254.1
S351	528.00000	Metriaclima_zebra	Rh2	DQ088651
S352	519.00000	Metriaclima_zebra	Rh2	DQ088650
S353	484.00000	Metriaclima_zebra	Rh2	DQ088652
S354	502.00000	Carassius_auratus	Rh2	L11863.1
S355	507.00000	Gallus_gallus	Rh1	NM_001397497.1
S356	508.00000	Gallus_gallus	Rh1	NM_001397497.1_Q64K
S357	491.00000	Gallus_gallus	Rh1	NM_001397497.1_E122Q_Q64K_E150A
S358	504.00000	Gallus_gallus	Rh1	NM_001397497.1_E150A
S359	486.00000	Gallus_gallus	Rh1	NM_001397497.1_E122Q
S360	504.00000	Gallus_gallus	Rh1	NM_001397497.1_E122I
S361	487.00000	Gallus_gallus	Rh1	NM_001397497.1_E122D
S362	508.00000	Archosaur_sp.	Rh1	AF310191.1
S363	508.00000	Archosaur_sp.	Rh1	AF310191.1_T213I
S364	508.00000	Archosaur_sp.	Rh1	AF310191.1_T217A
S365	508.00000	Archosaur_sp.	Rh1	AF310191.1_V218I
S366	509.00000	Archosaur_sp.	Rh1	AF310191.1_T213I_T217A_V218I
S367	503.00000	AncAgnatha_sp.	Rh2	AncAgnatha
S368	488.00000	AncActino_sp.	Rh2	AncActino
S369	491.00000	AncTeleost_sp.	Rh2	AncTeleost
S370	491.00000	AncClupeoc_sp.	Rh2	AncClupeoc
S371	489.00000	AncCyprin1_sp.	Rh2	AncCyprin1
S372	505.00000	AncCyprin2_sp.	Rh2	AncCyprin2
S373	488.00000	AncEutelo1_sp.	Rh2	AncEutelo1
S374	489.00000	AncEutelo2_sp.	Rh2	AncEutelo2
S375	474.00000	AncEutelo3_sp.	Rh2	AncEutelo3
S376	524.00000	AncEutelo4_sp.	Rh2	AncEutelo4
S377	488.00000	AncTetrapo_sp.	Rh2	AncTetrapo
S378	499.00000	AncSaurops_sp.	Rh2	AncSaurops
S379	497.00000	AncSquamat_sp.	Rh2	AncSquamat
S380	495.00000	Bos_tarus	Rh1	NM_001014890.2_D83N
S381	500.00000	Lethenteron_camtschaticum	Rh1	M63632.1
S382	478.00000	Latimeria_chalumnae	Rh2	AH007713.2
S383	495.00000	Latimeria_chalumnae	Rh1	AH007712.2_Q122E
S384	493.00000	Latimeria_chalumnae	Rh1	AH007712.2_S292A
S385	511.00000	Latimeria_chalumnae	Rh1	AH007712.2_Q122E_S292A
S386	491.00000	Latimeria_chalumnae	Rh2	AH007713.2_Q122E
S387	484.00000	Latimeria_chalumnae	Rh2	AH007713.2_L207M
S388	499.00000	Latimeria_chalumnae	Rh2	AH007713.2_Q122E_L207M
S389	498.00000	Loxodonta_africana	Rh1	AY686752.1_N83D
